order_id,date,sku,product_name,quantity,unit_price,revenue,channel,city,customer_email
ORD10623,2026-04-16,SKU007,Bluetooth Speaker,1,2499,2499,Amazon,Hyderabad,smithjonathan@example.net
ORD10624,2026-04-16,SKU002,Phone Case,1,399,399,Mobile App,Chennai,seanmyers@example.net
ORD10625,2026-04-16,SKU008,Screen Protector,1,199,199,Mobile App,Hyderabad,michaeljohnson@example.org
ORD10626,2026-04-16,SKU002,Phone Case,1,399,399,Website,Hyderabad,robert11@example.net
ORD10627,2026-04-16,SKU006,Power Bank,2,1299,2598,Flipkart,Kolkata,michaelcooper@example.org
ORD10628,2026-04-16,SKU006,Power Bank,1,1299,1299,Flipkart,Kolkata,gbailey@example.com
ORD10629,2026-04-16,SKU003,Laptop Stand,1,1899,1899,Mobile App,Hyderabad,tflores@example.org
ORD10630,2026-04-16,SKU006,Power Bank,1,1299,1299,Flipkart,Bangalore,johnsonmatthew@example.org
ORD10631,2026-04-16,SKU005,Smart Watch,2,4999,9998,Flipkart,Pune,sarahyang@example.net
ORD10632,2026-04-16,SKU004,USB-C Cable,1,299,299,Amazon,Kolkata,andrearivera@example.com
ORD10633,2026-04-16,SKU007,Bluetooth Speaker,1,2499,2499,Mobile App,Pune,zhall@example.net
ORD10634,2026-04-16,SKU003,Laptop Stand,1,1899,1899,Website,Chennai,jacobsandoval@example.com
ORD10635,2026-04-16,SKU008,Screen Protector,3,199,597,Mobile App,Hyderabad,mclaughlinnicole@example.com
ORD10636,2026-04-16,SKU005,Smart Watch,2,4999,9998,Website,Kolkata,tprice@example.org
ORD10637,2026-04-16,SKU007,Bluetooth Speaker,1,2499,2499,Mobile App,Chennai,joshuapadilla@example.org
ORD10638,2026-04-16,SKU005,Smart Watch,1,4999,4999,Mobile App,Chennai,lloydamanda@example.com
ORD10639,2026-04-16,SKU007,Bluetooth Speaker,2,2499,4998,Website,Hyderabad,james14@example.net
ORD10640,2026-04-16,SKU008,Screen Protector,1,199,199,Flipkart,Pune,orose@example.com
ORD10641,2026-04-16,SKU001,Wireless Earbuds,2,1499,2998,Amazon,Chennai,lcarr@example.org
ORD10642,2026-04-16,SKU002,Phone Case,1,399,399,Mobile App,Chennai,michael79@example.org
ORD10643,2026-04-16,SKU006,Power Bank,1,1299,1299,Website,Pune,samantha91@example.net
ORD10644,2026-04-16,SKU007,Bluetooth Speaker,3,2499,7497,Amazon,Kolkata,lawrenceallen@example.org
ORD10645,2026-04-16,SKU007,Bluetooth Speaker,1,2499,2499,Website,Bangalore,nathanielthomas@example.com
ORD10646,2026-04-16,SKU004,USB-C Cable,1,299,299,Mobile App,Hyderabad,kcarlson@example.com
ORD10647,2026-04-16,SKU006,Power Bank,1,1299,1299,Mobile App,Bangalore,olopez@example.net
ORD10648,2026-04-16,SKU001,Wireless Earbuds,1,1499,1499,Amazon,Hyderabad,angelaburns@example.org
ORD10649,2026-04-16,SKU002,Phone Case,1,399,399,Mobile App,Bangalore,leonardhayes@example.org
ORD10650,2026-04-16,SKU005,Smart Watch,1,4999,4999,Mobile App,Pune,stephanie72@example.org
ORD10651,2026-04-16,SKU008,Screen Protector,1,199,199,Website,Hyderabad,gmaynard@example.net
ORD10652,2026-04-16,SKU008,Screen Protector,1,199,199,Amazon,Delhi,fortiz@example.com
ORD10653,2026-04-16,SKU002,Phone Case,1,399,399,Amazon,Chennai,fburns@example.net
ORD10654,2026-04-16,SKU002,Phone Case,1,399,399,Mobile App,Chennai,flynnjeffrey@example.org
ORD10655,2026-04-16,SKU004,USB-C Cable,1,299,299,Mobile App,Bangalore,jeffrey42@example.com
ORD10656,2026-04-16,SKU007,Bluetooth Speaker,3,2499,7497,Mobile App,Kolkata,hdunn@example.net
ORD10657,2026-04-16,SKU007,Bluetooth Speaker,1,2499,2499,Mobile App,Chennai,adamsamy@example.com
ORD10658,2026-04-16,SKU007,Bluetooth Speaker,1,2499,2499,Mobile App,Hyderabad,wolfscott@example.org
ORD10659,2026-04-16,SKU007,Bluetooth Speaker,1,2499,2499,Mobile App,Mumbai,pgarcia@example.org
ORD10660,2026-04-16,SKU005,Smart Watch,2,4999,9998,Website,Pune,nancy07@example.com
ORD10661,2026-04-16,SKU002,Phone Case,2,399,798,Mobile App,Bangalore,michelle17@example.org
ORD10662,2026-04-16,SKU006,Power Bank,1,1299,1299,Website,Bangalore,jasonrojas@example.net
ORD10663,2026-04-16,SKU008,Screen Protector,1,199,199,Amazon,Pune,michelle96@example.org
ORD10664,2026-04-16,SKU007,Bluetooth Speaker,1,2499,2499,Website,Bangalore,kristenli@example.org
ORD10665,2026-04-16,SKU006,Power Bank,2,1299,2598,Mobile App,Kolkata,amanda98@example.org
ORD10666,2026-04-17,SKU002,Phone Case,1,399,399,Amazon,Delhi,tiffany44@example.net
ORD10667,2026-04-17,SKU004,USB-C Cable,1,299,299,Mobile App,Bangalore,stephanie81@example.org
ORD10668,2026-04-17,SKU003,Laptop Stand,1,1899,1899,Flipkart,Pune,rsellers@example.net
ORD10669,2026-04-17,SKU003,Laptop Stand,1,1899,1899,Flipkart,Mumbai,jacquelineanderson@example.org
ORD10670,2026-04-17,SKU008,Screen Protector,1,199,199,Mobile App,Pune,maria67@example.org
ORD10671,2026-04-17,SKU003,Laptop Stand,1,1899,1899,Mobile App,Mumbai,courtney67@example.org
ORD10672,2026-04-17,SKU006,Power Bank,2,1299,2598,Website,Kolkata,powellkara@example.net
ORD10673,2026-04-17,SKU006,Power Bank,3,1299,3897,Flipkart,Mumbai,shawn75@example.net
ORD10674,2026-04-17,SKU004,USB-C Cable,2,299,598,Flipkart,Hyderabad,meltonmelanie@example.org
ORD10675,2026-04-17,SKU008,Screen Protector,1,199,199,Flipkart,Hyderabad,sreid@example.com
ORD10676,2026-04-17,SKU003,Laptop Stand,1,1899,1899,Website,Kolkata,flynnraymond@example.com
ORD10677,2026-04-17,SKU004,USB-C Cable,1,299,299,Amazon,Mumbai,troymorris@example.com
ORD10678,2026-04-17,SKU005,Smart Watch,1,4999,4999,Flipkart,Pune,amy29@example.com
ORD10679,2026-04-17,SKU008,Screen Protector,1,199,199,Website,Pune,patricia00@example.org
ORD10680,2026-04-17,SKU002,Phone Case,1,399,399,Amazon,Pune,ksmith@example.com
ORD10681,2026-04-17,SKU001,Wireless Earbuds,2,1499,2998,Flipkart,Pune,bsmith@example.org
ORD10682,2026-04-17,SKU004,USB-C Cable,4,299,1196,Website,Chennai,nicoleturner@example.com
ORD10683,2026-04-17,SKU004,USB-C Cable,1,299,299,Website,Hyderabad,penajohn@example.com
ORD10684,2026-04-17,SKU005,Smart Watch,1,4999,4999,Website,Hyderabad,brettgarrett@example.net
ORD10685,2026-04-17,SKU002,Phone Case,2,399,798,Mobile App,Mumbai,rubendavis@example.org
ORD10686,2026-04-17,SKU006,Power Bank,2,1299,2598,Flipkart,Mumbai,lewischristian@example.net
ORD10687,2026-04-17,SKU003,Laptop Stand,2,1899,3798,Mobile App,Kolkata,aprilwallace@example.org
ORD10688,2026-04-17,SKU001,Wireless Earbuds,1,1499,1499,Amazon,Pune,lisa62@example.com
ORD10689,2026-04-17,SKU003,Laptop Stand,1,1899,1899,Amazon,Bangalore,perezchristopher@example.org
ORD10690,2026-04-17,SKU005,Smart Watch,3,4999,14997,Website,Mumbai,edwardsnicole@example.org
ORD10691,2026-04-17,SKU007,Bluetooth Speaker,3,2499,7497,Amazon,Kolkata,wayala@example.org
ORD10692,2026-04-17,SKU003,Laptop Stand,2,1899,3798,Mobile App,Mumbai,caseyelliott@example.net
ORD10693,2026-04-17,SKU003,Laptop Stand,2,1899,3798,Mobile App,Kolkata,scottbowen@example.net
ORD10694,2026-04-17,SKU007,Bluetooth Speaker,1,2499,2499,Amazon,Chennai,samanthajensen@example.com
ORD10695,2026-04-17,SKU007,Bluetooth Speaker,1,2499,2499,Website,Chennai,christophergarcia@example.org
ORD10696,2026-04-17,SKU002,Phone Case,1,399,399,Amazon,Chennai,bbell@example.com
ORD10697,2026-04-17,SKU006,Power Bank,1,1299,1299,Flipkart,Bangalore,johnnewman@example.org
ORD10698,2026-04-17,SKU001,Wireless Earbuds,2,1499,2998,Website,Chennai,kimberly04@example.org
ORD10699,2026-04-17,SKU008,Screen Protector,1,199,199,Amazon,Kolkata,juliephillips@example.org
ORD10700,2026-04-17,SKU002,Phone Case,2,399,798,Flipkart,Mumbai,troyrodriguez@example.com
ORD10701,2026-04-17,SKU007,Bluetooth Speaker,2,2499,4998,Flipkart,Bangalore,ricetiffany@example.com
ORD10702,2026-04-17,SKU006,Power Bank,2,1299,2598,Amazon,Pune,david96@example.com
ORD10703,2026-04-17,SKU003,Laptop Stand,1,1899,1899,Flipkart,Kolkata,kathrynbest@example.org
ORD10704,2026-04-17,SKU006,Power Bank,2,1299,2598,Website,Delhi,matthewsalexander@example.org
ORD10705,2026-04-17,SKU002,Phone Case,1,399,399,Flipkart,Delhi,livingstonstacy@example.com
ORD10706,2026-04-17,SKU002,Phone Case,3,399,1197,Mobile App,Hyderabad,courtney86@example.com
ORD10707,2026-04-17,SKU008,Screen Protector,1,199,199,Flipkart,Mumbai,imiller@example.net
ORD10708,2026-04-17,SKU003,Laptop Stand,2,1899,3798,Amazon,Mumbai,joshuacollins@example.net
ORD10709,2026-04-17,SKU005,Smart Watch,1,4999,4999,Amazon,Bangalore,terrimoore@example.com
ORD10710,2026-04-17,SKU002,Phone Case,1,399,399,Mobile App,Delhi,wwillis@example.net
ORD10711,2026-04-17,SKU007,Bluetooth Speaker,1,2499,2499,Mobile App,Hyderabad,collinssamuel@example.org
ORD10712,2026-04-17,SKU002,Phone Case,2,399,798,Website,Mumbai,sanchezsandy@example.org
ORD10713,2026-04-17,SKU008,Screen Protector,1,199,199,Mobile App,Pune,dsalazar@example.com
ORD10714,2026-04-17,SKU008,Screen Protector,1,199,199,Amazon,Kolkata,davidzimmerman@example.net
ORD10715,2026-04-17,SKU002,Phone Case,4,399,1596,Flipkart,Chennai,martinstephanie@example.net
ORD10716,2026-04-17,SKU003,Laptop Stand,1,1899,1899,Mobile App,Hyderabad,gary24@example.net
ORD10717,2026-04-17,SKU002,Phone Case,2,399,798,Website,Delhi,wiseanthony@example.com
ORD10718,2026-04-17,SKU006,Power Bank,1,1299,1299,Amazon,Mumbai,alexandria49@example.net
ORD10719,2026-04-17,SKU007,Bluetooth Speaker,2,2499,4998,Mobile App,Chennai,crawfordwilliam@example.org
ORD10720,2026-04-17,SKU003,Laptop Stand,1,1899,1899,Website,Pune,kvillarreal@example.com
ORD10721,2026-04-17,SKU003,Laptop Stand,1,1899,1899,Mobile App,Chennai,jonathangarcia@example.net
ORD10722,2026-04-17,SKU003,Laptop Stand,3,1899,5697,Flipkart,Kolkata,perezwilliam@example.org
ORD10723,2026-04-17,SKU004,USB-C Cable,1,299,299,Website,Mumbai,sanchezthomas@example.com
ORD10724,2026-04-17,SKU002,Phone Case,1,399,399,Flipkart,Bangalore,haroldhorne@example.org
ORD10725,2026-04-17,SKU007,Bluetooth Speaker,1,2499,2499,Mobile App,Mumbai,pwalker@example.com
ORD10726,2026-04-17,SKU005,Smart Watch,1,4999,4999,Mobile App,Pune,joseph19@example.com
ORD10727,2026-04-17,SKU005,Smart Watch,2,4999,9998,Website,Kolkata,shawrachel@example.org
ORD10728,2026-04-17,SKU005,Smart Watch,1,4999,4999,Mobile App,Chennai,lindajarvis@example.com
ORD10729,2026-04-17,SKU007,Bluetooth Speaker,1,2499,2499,Website,Kolkata,wileymichelle@example.com
ORD10730,2026-04-17,SKU004,USB-C Cable,1,299,299,Website,Mumbai,christopher70@example.com
ORD10731,2026-04-17,SKU008,Screen Protector,1,199,199,Website,Pune,kellymueller@example.net
ORD10732,2026-04-17,SKU001,Wireless Earbuds,4,1499,5996,Amazon,Mumbai,stevenvargas@example.com
ORD10733,2026-04-17,SKU007,Bluetooth Speaker,2,2499,4998,Flipkart,Bangalore,jessicapayne@example.org
ORD10734,2026-04-17,SKU003,Laptop Stand,2,1899,3798,Website,Delhi,adamortiz@example.org
ORD10735,2026-04-17,SKU002,Phone Case,1,399,399,Mobile App,Delhi,cynthia05@example.org
ORD10736,2026-04-17,SKU001,Wireless Earbuds,3,1499,4497,Flipkart,Pune,usweeney@example.com
ORD10737,2026-04-17,SKU005,Smart Watch,1,4999,4999,Flipkart,Hyderabad,harristonya@example.com
ORD10738,2026-04-17,SKU007,Bluetooth Speaker,1,2499,2499,Mobile App,Bangalore,jwoodward@example.net
ORD10739,2026-04-17,SKU002,Phone Case,1,399,399,Mobile App,Kolkata,christopher38@example.com
ORD10740,2026-04-17,SKU003,Laptop Stand,1,1899,1899,Flipkart,Pune,stephen19@example.org
ORD10741,2026-04-17,SKU002,Phone Case,1,399,399,Flipkart,Chennai,danafoster@example.net
ORD10742,2026-04-17,SKU004,USB-C Cable,1,299,299,Website,Hyderabad,grahamtamara@example.org
ORD10743,2026-04-17,SKU002,Phone Case,1,399,399,Website,Bangalore,jose56@example.net
ORD10744,2026-04-18,SKU002,Phone Case,1,399,399,Mobile App,Chennai,louis43@example.org
ORD10745,2026-04-18,SKU001,Wireless Earbuds,1,1499,1499,Amazon,Pune,derekcarrillo@example.org
ORD10746,2026-04-18,SKU005,Smart Watch,1,4999,4999,Mobile App,Chennai,danielcole@example.com
ORD10747,2026-04-18,SKU005,Smart Watch,2,4999,9998,Website,Kolkata,wmartinez@example.org
ORD10748,2026-04-18,SKU001,Wireless Earbuds,1,1499,1499,Flipkart,Bangalore,qparker@example.org
ORD10749,2026-04-18,SKU002,Phone Case,1,399,399,Website,Hyderabad,mooregina@example.net
ORD10750,2026-04-18,SKU008,Screen Protector,1,199,199,Website,Hyderabad,lewismelissa@example.org
ORD10751,2026-04-18,SKU003,Laptop Stand,1,1899,1899,Amazon,Kolkata,dawsontanya@example.com
ORD10752,2026-04-18,SKU002,Phone Case,2,399,798,Website,Mumbai,byrdjorge@example.org
ORD10753,2026-04-18,SKU001,Wireless Earbuds,1,1499,1499,Website,Mumbai,cranemelissa@example.net
ORD10754,2026-04-18,SKU001,Wireless Earbuds,1,1499,1499,Flipkart,Mumbai,codygarcia@example.org
ORD10755,2026-04-18,SKU003,Laptop Stand,3,1899,5697,Website,Pune,smithmaria@example.org
ORD10756,2026-04-18,SKU007,Bluetooth Speaker,1,2499,2499,Mobile App,Hyderabad,jamesmorales@example.net
ORD10757,2026-04-18,SKU006,Power Bank,1,1299,1299,Website,Pune,aguilarjonathan@example.org
ORD10758,2026-04-18,SKU006,Power Bank,1,1299,1299,Website,Mumbai,osbornjames@example.net
ORD10759,2026-04-18,SKU004,USB-C Cable,2,299,598,Website,Hyderabad,flamb@example.com
ORD10760,2026-04-18,SKU002,Phone Case,2,399,798,Amazon,Kolkata,williamssteven@example.org
ORD10761,2026-04-18,SKU005,Smart Watch,1,4999,4999,Flipkart,Delhi,zunderwood@example.com
ORD10762,2026-04-18,SKU006,Power Bank,1,1299,1299,Amazon,Chennai,reyesronald@example.com
ORD10763,2026-04-18,SKU004,USB-C Cable,1,299,299,Flipkart,Kolkata,rebekahhill@example.com
ORD10764,2026-04-18,SKU004,USB-C Cable,2,299,598,Mobile App,Mumbai,austinharvey@example.org
ORD10765,2026-04-18,SKU001,Wireless Earbuds,3,1499,4497,Website,Mumbai,victor87@example.org
ORD10766,2026-04-18,SKU006,Power Bank,1,1299,1299,Website,Bangalore,ramirezderrick@example.org
ORD10767,2026-04-18,SKU001,Wireless Earbuds,2,1499,2998,Flipkart,Kolkata,crystalpham@example.org
ORD10768,2026-04-18,SKU005,Smart Watch,1,4999,4999,Mobile App,Hyderabad,wcasey@example.com
ORD10769,2026-04-18,SKU008,Screen Protector,3,199,597,Mobile App,Chennai,kcooper@example.net
ORD10770,2026-04-18,SKU005,Smart Watch,1,4999,4999,Mobile App,Kolkata,paul20@example.com
ORD10771,2026-04-18,SKU007,Bluetooth Speaker,2,2499,4998,Amazon,Hyderabad,anthonycochran@example.com
ORD10772,2026-04-18,SKU002,Phone Case,1,399,399,Mobile App,Chennai,stokesthomas@example.com
ORD10773,2026-04-18,SKU007,Bluetooth Speaker,1,2499,2499,Website,Hyderabad,terrigarcia@example.net
ORD10774,2026-04-18,SKU003,Laptop Stand,1,1899,1899,Amazon,Kolkata,josephvelasquez@example.net
ORD10775,2026-04-18,SKU006,Power Bank,3,1299,3897,Flipkart,Chennai,gallagherstacie@example.net
ORD10776,2026-04-18,SKU006,Power Bank,1,1299,1299,Amazon,Mumbai,lkelly@example.org
ORD10777,2026-04-18,SKU002,Phone Case,3,399,1197,Mobile App,Kolkata,brittanydrake@example.net
ORD10778,2026-04-18,SKU002,Phone Case,1,399,399,Mobile App,Hyderabad,robin05@example.net
ORD10779,2026-04-18,SKU008,Screen Protector,1,199,199,Website,Pune,annalopez@example.com
ORD10780,2026-04-18,SKU006,Power Bank,3,1299,3897,Mobile App,Hyderabad,gregory01@example.org
ORD10781,2026-04-18,SKU005,Smart Watch,1,4999,4999,Website,Delhi,carolynsmith@example.com
ORD10782,2026-04-18,SKU003,Laptop Stand,2,1899,3798,Amazon,Kolkata,riverachristina@example.org
ORD10783,2026-04-18,SKU001,Wireless Earbuds,1,1499,1499,Amazon,Mumbai,jennifer50@example.org
ORD10784,2026-04-18,SKU002,Phone Case,2,399,798,Amazon,Hyderabad,brendastark@example.org
ORD10785,2026-04-18,SKU001,Wireless Earbuds,1,1499,1499,Amazon,Kolkata,susan56@example.net
ORD10786,2026-04-18,SKU003,Laptop Stand,1,1899,1899,Flipkart,Kolkata,rogersmarcus@example.org
ORD10787,2026-04-18,SKU008,Screen Protector,1,199,199,Mobile App,Delhi,fconner@example.net
ORD10788,2026-04-18,SKU008,Screen Protector,1,199,199,Mobile App,Delhi,grant89@example.com
ORD10789,2026-04-18,SKU001,Wireless Earbuds,1,1499,1499,Mobile App,Mumbai,elizabetholsen@example.com
ORD10790,2026-04-18,SKU004,USB-C Cable,2,299,598,Amazon,Chennai,jessica42@example.org
ORD10791,2026-04-18,SKU002,Phone Case,1,399,399,Amazon,Kolkata,rushstacy@example.com
ORD10792,2026-04-18,SKU002,Phone Case,1,399,399,Website,Mumbai,whitelucas@example.net
ORD10793,2026-04-18,SKU008,Screen Protector,2,199,398,Website,Kolkata,daniellegarcia@example.com
ORD10794,2026-04-18,SKU006,Power Bank,1,1299,1299,Flipkart,Delhi,markmiller@example.com
ORD10795,2026-04-18,SKU003,Laptop Stand,3,1899,5697,Flipkart,Kolkata,gary15@example.com
ORD10796,2026-04-18,SKU007,Bluetooth Speaker,1,2499,2499,Flipkart,Chennai,bakerjohn@example.org
ORD10797,2026-04-18,SKU007,Bluetooth Speaker,1,2499,2499,Mobile App,Mumbai,jonathan10@example.org
ORD10798,2026-04-18,SKU005,Smart Watch,1,4999,4999,Mobile App,Delhi,akim@example.org
ORD10799,2026-04-18,SKU004,USB-C Cable,1,299,299,Flipkart,Hyderabad,ysnyder@example.com
ORD10800,2026-04-18,SKU008,Screen Protector,1,199,199,Amazon,Hyderabad,egarcia@example.net
ORD10801,2026-04-18,SKU003,Laptop Stand,1,1899,1899,Mobile App,Chennai,franciscojones@example.org
ORD10802,2026-04-18,SKU001,Wireless Earbuds,4,1499,5996,Amazon,Hyderabad,andrew41@example.org
ORD10803,2026-04-18,SKU008,Screen Protector,1,199,199,Amazon,Hyderabad,george62@example.net
ORD10804,2026-04-18,SKU005,Smart Watch,1,4999,4999,Amazon,Pune,paynerachael@example.org
ORD10805,2026-04-18,SKU004,USB-C Cable,1,299,299,Amazon,Delhi,brooke97@example.net
ORD10806,2026-04-18,SKU008,Screen Protector,1,199,199,Mobile App,Mumbai,reynoldsdesiree@example.net
ORD10807,2026-04-18,SKU002,Phone Case,1,399,399,Mobile App,Bangalore,gmoore@example.com
ORD10808,2026-04-18,SKU001,Wireless Earbuds,2,1499,2998,Mobile App,Pune,terriortiz@example.net
ORD10809,2026-04-18,SKU007,Bluetooth Speaker,1,2499,2499,Mobile App,Mumbai,donna43@example.org
ORD10810,2026-04-18,SKU004,USB-C Cable,1,299,299,Amazon,Pune,longandrea@example.com
ORD10811,2026-04-18,SKU001,Wireless Earbuds,2,1499,2998,Amazon,Pune,briansmith@example.org
ORD10812,2026-04-18,SKU003,Laptop Stand,1,1899,1899,Mobile App,Kolkata,madison97@example.org
ORD10813,2026-04-18,SKU008,Screen Protector,1,199,199,Mobile App,Hyderabad,johnsongeorge@example.com
ORD10814,2026-04-18,SKU001,Wireless Earbuds,1,1499,1499,Mobile App,Pune,wellsdarrell@example.com
ORD10815,2026-04-18,SKU004,USB-C Cable,1,299,299,Flipkart,Delhi,qburns@example.com
ORD10816,2026-04-18,SKU006,Power Bank,3,1299,3897,Mobile App,Kolkata,maypaul@example.com
ORD10817,2026-04-18,SKU003,Laptop Stand,1,1899,1899,Mobile App,Kolkata,cwood@example.org
ORD10818,2026-04-18,SKU006,Power Bank,1,1299,1299,Mobile App,Pune,scott43@example.com
ORD10819,2026-04-18,SKU003,Laptop Stand,2,1899,3798,Amazon,Delhi,hernandezheather@example.org
ORD10820,2026-04-18,SKU006,Power Bank,2,1299,2598,Flipkart,Pune,barnettlindsey@example.com
ORD10821,2026-04-18,SKU002,Phone Case,1,399,399,Amazon,Mumbai,angelarandall@example.net
ORD10822,2026-04-18,SKU003,Laptop Stand,2,1899,3798,Flipkart,Kolkata,rsheppard@example.com
ORD10823,2026-04-18,SKU008,Screen Protector,1,199,199,Mobile App,Chennai,thomasmiller@example.net
ORD10824,2026-04-19,SKU006,Power Bank,1,1299,1299,Mobile App,Hyderabad,shawrachel@example.net
ORD10825,2026-04-19,SKU005,Smart Watch,2,4999,9998,Amazon,Mumbai,davidtodd@example.org
ORD10826,2026-04-19,SKU003,Laptop Stand,2,1899,3798,Flipkart,Kolkata,teresastokes@example.org
ORD10827,2026-04-19,SKU001,Wireless Earbuds,1,1499,1499,Amazon,Kolkata,hendersonvanessa@example.com
ORD10828,2026-04-19,SKU004,USB-C Cable,1,299,299,Website,Hyderabad,wendyburton@example.net
ORD10829,2026-04-19,SKU003,Laptop Stand,1,1899,1899,Website,Mumbai,luis11@example.com
ORD10830,2026-04-19,SKU006,Power Bank,4,1299,5196,Mobile App,Chennai,rarnold@example.net
ORD10831,2026-04-19,SKU002,Phone Case,2,399,798,Amazon,Hyderabad,astark@example.net
ORD10832,2026-04-19,SKU001,Wireless Earbuds,1,1499,1499,Mobile App,Chennai,jrodriguez@example.org
ORD10833,2026-04-19,SKU002,Phone Case,1,399,399,Website,Chennai,buckleyanna@example.org
ORD10834,2026-04-19,SKU001,Wireless Earbuds,1,1499,1499,Flipkart,Chennai,mikayla56@example.com
ORD10835,2026-04-19,SKU007,Bluetooth Speaker,3,2499,7497,Flipkart,Hyderabad,kpena@example.net
ORD10836,2026-04-19,SKU007,Bluetooth Speaker,1,2499,2499,Flipkart,Delhi,rjohnson@example.com
ORD10837,2026-04-19,SKU008,Screen Protector,2,199,398,Mobile App,Mumbai,christinebecker@example.com
ORD10838,2026-04-19,SKU008,Screen Protector,1,199,199,Website,Bangalore,fosternatasha@example.net
ORD10839,2026-04-19,SKU001,Wireless Earbuds,1,1499,1499,Website,Delhi,brandonalvarez@example.com
ORD10840,2026-04-19,SKU006,Power Bank,1,1299,1299,Flipkart,Mumbai,andrew44@example.com
ORD10841,2026-04-19,SKU002,Phone Case,1,399,399,Website,Bangalore,rgarrison@example.org
ORD10842,2026-04-19,SKU008,Screen Protector,2,199,398,Flipkart,Chennai,dennismccann@example.com
ORD10843,2026-04-19,SKU003,Laptop Stand,1,1899,1899,Flipkart,Mumbai,joseph69@example.net
ORD10844,2026-04-19,SKU001,Wireless Earbuds,1,1499,1499,Mobile App,Mumbai,lopezjason@example.com
ORD10845,2026-04-19,SKU007,Bluetooth Speaker,1,2499,2499,Amazon,Chennai,xmalone@example.org
ORD10846,2026-04-19,SKU005,Smart Watch,1,4999,4999,Website,Delhi,cameronmckinney@example.com
ORD10847,2026-04-19,SKU007,Bluetooth Speaker,1,2499,2499,Flipkart,Mumbai,kimberlywarren@example.net
ORD10848,2026-04-19,SKU001,Wireless Earbuds,1,1499,1499,Flipkart,Delhi,thompsonnancy@example.org
ORD10849,2026-04-19,SKU005,Smart Watch,2,4999,9998,Flipkart,Mumbai,wrightstephen@example.com
ORD10850,2026-04-19,SKU002,Phone Case,1,399,399,Mobile App,Chennai,joshuacolon@example.net
ORD10851,2026-04-19,SKU005,Smart Watch,4,4999,19996,Flipkart,Kolkata,hreid@example.net
ORD10852,2026-04-19,SKU002,Phone Case,1,399,399,Flipkart,Hyderabad,allentracy@example.com
ORD10853,2026-04-19,SKU008,Screen Protector,2,199,398,Amazon,Delhi,susanwells@example.net
ORD10854,2026-04-19,SKU007,Bluetooth Speaker,1,2499,2499,Flipkart,Bangalore,max41@example.com
ORD10855,2026-04-19,SKU003,Laptop Stand,1,1899,1899,Amazon,Hyderabad,hughesfrank@example.net
ORD10856,2026-04-19,SKU008,Screen Protector,1,199,199,Amazon,Pune,mercedesholland@example.net
ORD10857,2026-04-19,SKU001,Wireless Earbuds,1,1499,1499,Website,Delhi,josephortiz@example.org
ORD10858,2026-04-19,SKU006,Power Bank,2,1299,2598,Flipkart,Kolkata,wellsdavid@example.org
ORD10859,2026-04-19,SKU004,USB-C Cable,1,299,299,Flipkart,Kolkata,walkercharlene@example.com
ORD10860,2026-04-19,SKU007,Bluetooth Speaker,3,2499,7497,Flipkart,Pune,rodney65@example.com
ORD10861,2026-04-19,SKU004,USB-C Cable,1,299,299,Website,Hyderabad,jeffery48@example.net
ORD10862,2026-04-19,SKU001,Wireless Earbuds,1,1499,1499,Mobile App,Delhi,asilva@example.net
ORD10863,2026-04-19,SKU008,Screen Protector,1,199,199,Mobile App,Mumbai,anna99@example.com
ORD10864,2026-04-19,SKU004,USB-C Cable,1,299,299,Flipkart,Delhi,gabrielle71@example.com
ORD10865,2026-04-19,SKU007,Bluetooth Speaker,1,2499,2499,Mobile App,Kolkata,danielle44@example.net
ORD10866,2026-04-19,SKU005,Smart Watch,1,4999,4999,Website,Delhi,jacob83@example.org
ORD10867,2026-04-19,SKU007,Bluetooth Speaker,1,2499,2499,Amazon,Kolkata,rguerrero@example.org
ORD10868,2026-04-19,SKU005,Smart Watch,1,4999,4999,Website,Kolkata,rioswhitney@example.com
ORD10869,2026-04-19,SKU007,Bluetooth Speaker,1,2499,2499,Mobile App,Mumbai,vsullivan@example.org
ORD10870,2026-04-19,SKU002,Phone Case,3,399,1197,Website,Kolkata,matthewreeves@example.net
ORD10871,2026-04-19,SKU005,Smart Watch,2,4999,9998,Amazon,Hyderabad,qknox@example.com
ORD10872,2026-04-19,SKU005,Smart Watch,1,4999,4999,Flipkart,Pune,megan82@example.com
ORD10873,2026-04-19,SKU008,Screen Protector,1,199,199,Amazon,Hyderabad,ruizjoyce@example.net
ORD10874,2026-04-19,SKU003,Laptop Stand,1,1899,1899,Flipkart,Delhi,staceylam@example.net
ORD10875,2026-04-19,SKU007,Bluetooth Speaker,2,2499,4998,Amazon,Chennai,walkerjeffrey@example.com
ORD10876,2026-04-19,SKU004,USB-C Cable,1,299,299,Flipkart,Bangalore,vfrench@example.com
ORD10877,2026-04-19,SKU006,Power Bank,1,1299,1299,Amazon,Bangalore,brenda71@example.com
ORD10878,2026-04-19,SKU005,Smart Watch,2,4999,9998,Website,Kolkata,delacruzbrandy@example.net
ORD10879,2026-04-19,SKU004,USB-C Cable,1,299,299,Flipkart,Kolkata,kennedyjames@example.org
ORD10880,2026-04-19,SKU006,Power Bank,1,1299,1299,Flipkart,Pune,amoreno@example.org
ORD10881,2026-04-19,SKU002,Phone Case,1,399,399,Mobile App,Kolkata,derrickgonzalez@example.com
